budget,id,original_language,popularity,release_date,revenue,runtime,tagline,title,Action,Comedy,Drama,Thriller,Fantasy,Walt Disney Pictures,Universal Pictures,Warner Bros.,Columbia Pictures,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,New Line Cinema
17000000,7304,en,19.311572,2006-01-06,95e5,122,Every bullet leaves a trail.,Running Scared,1,0,1,1,0,0,0,0,0,0,0,0,0
7500000,7326,en,19.782725,2007-12-05,231411584,96,A comedy about growing up... and the bumps along the way.,Juno,0,1,1,0,0,0,0,0,0,0,0,0,0
4000000,7347,pt,23.604936,2007-10-12,0,115,On the streets of Rio only the elite survive,Elite Squad,1,0,1,0,0,0,0,0,0,0,0,0,0
45000000,7350,en,31.305336,2007-12-25,175372502,97,Find the joy.,The Bucket List,0,1,1,0,0,0,0,0,0,0,0,0,0
92000000,7446,en,43.192048,2008-08-09,188072649,107,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,1,1,0,0,0,0,0,0,0,0,0,0,0
70000000,7451,en,46.217769,2002-08-09,277448382,124,A New Breed Of Secret Agent.,xXx,1,0,0,1,0,0,0,0,1,0,0,0,0
120000000,7459,en,17.060695,2008-05-09,93945766,135,Go!,Speed Racer,1,0,0,0,0,0,0,1,0,0,0,0,0
40000000,7461,en,24.862767,2008-02-01,151161491,90,"8 Strangers, 8 points of view.  1 Truth.",Vantage Point,1,0,1,1,0,0,0,0,1,0,1,0,0
85000000,7484,en,26.61951,2006-09-29,197309027,83,One Fur All & All Fur One,Open Season,0,0,0,0,0,0,0,0,0,0,0,0,0
61000000,7485,en,37.378081,2007-03-22,95696996,124,Yesterday was about honor. Today is about justice.,Shooter,1,0,1,1,0,0,0,0,0,1,0,0,0
15000000,7501,en,8.113634,2001-09-07,12e6,92,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,0,0,0,1,0,0,0,0,0,0,0,0,0
17000000,7516,en,23.491962,2006-12-09,57103895,109,Nobody gets away clean.,Smokin' Aces,1,1,0,1,0,0,1,0,0,0,1,0,0
100000000,7552,en,25.159168,2005-12-21,202026112,90,Giving big businesses a run for their money!,Fun with Dick and Jane,0,1,0,0,0,0,0,0,0,0,0,0,0
7500000,7735,de,25.281197,2008-03-11,19e6,107,Evil is something that you learn,The Wave,0,0,1,1,0,0,0,0,0,0,0,0,0
45000000,7737,en,12.06538,2007-09-20,148412065,94,The Extinction Is Coming...,Resident Evil: Extinction,1,0,0,0,0,0,0,0,0,0,0,0,0
700000,7859,en,12.378031,2006-08-11,4911725,107,Secrets don't let go.,Half Nelson,0,0,1,0,0,0,0,0,0,0,0,0,0
8000000,7870,en,7.433574,2005-05-13,852872,112,Sometimes it's hard to find your way.,Down in the Valley,0,0,1,0,0,0,0,0,0,0,0,0,0
2000000,7873,en,12.999023,2005-09-11,5967038,120,Take A Ride To The Edge,Harsh Times,1,0,1,1,0,0,0,0,0,0,0,0,0
15000000,7874,en,11.429607,2006-12-08,10903846,116,To save his soul he must save hers.,Black Snake Moan,0,0,1,0,0,0,0,0,0,0,0,0,0
10000000,7942,en,14.905357,2007-09-06,33e6,100,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",0,1,0,0,0,0,0,0,0,0,0,0,0
0,7944,en,2.162522,2008-02-07,0,122,A master director shining his light on the best rock band on the planet.,Shine a Light,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000,7978,en,21.214571,2010-02-11,0,102,When the moon is full the legend comes to life,The Wolfman,0,0,1,1,0,0,1,0,0,0,1,0,0
20000000,7979,en,10.446722,2007-10-14,73276047,128,There is a way to be good again.,The Kite Runner,0,0,1,0,0,0,0,0,0,0,0,0,0
65000000,7980,en,29.257137,2009-12-26,93525586,136,The story of a life and everything that came after...,The Lovely Bones,0,0,1,0,1,0,0,0,0,0,0,0,0
54000000,8046,en,9.053456,2003-08-01,7266209,121,Life doesn't play by the rules.,Gigli,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,8065,en,45.149948,2008-03-27,69823199,123,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,0,0,1,0,0,0,0,0,1,0,1,0,0
35000000,8090,en,12.677505,2008-01-22,32483410,101,A cyber killer has finally found the perfect accomplice: You.,Untraceable,0,0,1,0,0,0,0,0,0,0,0,0,0
4000000,8141,en,6.091951,2007-02-09,2426851,90,Professional alcoholic hit man gets life back on track thanks to her,You Kill Me,0,1,0,1,0,0,0,0,0,0,0,0,0
85000000,8247,en,21.218,2008-02-10,222231186,88,anywhere is possible.,Jumper,0,0,0,0,1,0,0,0,0,0,0,0,0
20000000,8271,en,31.690456,2007-04-12,117760134,105,"The quieter the street, the darker the secrets....",Disturbia,0,0,1,1,0,0,0,0,0,1,0,0,0
60000000,8285,en,14.84856,2008-12-25,39031337,103,I'm gonna kill you all kinds of dead.,The Spirit,1,1,0,1,0,0,0,0,0,0,0,0,0
14000000,8291,en,3.650857,1993-07-23,27515786,109,A Street Romance.,Poetic Justice,0,0,1,0,0,0,0,0,1,0,0,0,0
45000000,8292,en,24.694551,2005-08-11,92374674,109,They came home to bury mom... and her killer,Four Brothers,1,0,0,0,0,0,0,0,0,1,0,0,0
15000000,8321,en,25.329493,2008-02-08,34533783,107,Shoot first. Sightsee later.,In Bruges,0,1,1,0,0,0,0,0,0,0,0,0,0
1500000,8329,es,31.691617,2007-04-10,30448e3,78,One witness. One camera,[REC],0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,8337,en,29.852608,1988-11-23,13008928,94,Who are they? And what do they want?,They Live,1,0,0,1,0,0,1,0,0,0,0,0,0
90000000,8355,en,69.457898,2009-06-29,886686817,94,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8359,en,6.27141,2008-07-02,0,101,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,0,1,1,0,0,0,0,0,0,0,0,0,1
20000000,8363,en,33.436092,2007-08-17,121463226,113,Come and Get Some!,Superbad,0,1,0,0,0,0,0,0,1,0,0,0,0
150000000,8373,en,21.939663,2009-06-19,836297228,150,Revenge is coming.,Transformers: Revenge of the Fallen,1,0,0,0,0,0,0,0,0,1,0,0,0
6000000,8374,en,34.917447,1999-01-22,30471,108,Thy Kingdom Come. Thy Will Be Done.,The Boondock Saints,1,0,0,1,0,0,0,0,0,0,0,0,0
12000000,8386,en,11.510281,2001-12-21,31155435,93,They've got their degrees all rolled up.,How High,0,1,0,0,0,0,1,0,0,0,0,0,0
0,8390,en,29.173266,2008-02-08,55447968,112,Three relationships. Three disasters. One last chance.,"Definitely, Maybe",0,1,0,0,0,0,1,0,0,0,0,0,0
36000000,8409,en,19.854932,2003-04-04,44350926,109,Love changes a man. Revenge tears him apart.,A Man Apart,1,0,1,0,0,0,0,0,0,0,0,0,1
0,8435,en,3.500741,2005-07-17,0,94,Because everyone loves an accurate period piece.,A Cock and Bull Story,0,1,1,0,0,0,0,0,0,0,0,0,0
20000000,8456,en,26.21425,2008-03-04,41627431,115,Win or lose... Everyone has their fight.,Never Back Down,1,0,1,0,0,0,0,0,0,0,0,0,0
40000000,8457,en,15.055732,2008-03-20,0,102,You get what you pay for,Drillbit Taylor,0,1,0,0,0,0,0,0,0,1,0,0,0
15000000,8461,en,15.175289,2007-10-20,7938872,112,Let the games begin...,Funny Games,0,0,0,1,0,0,0,0,0,0,0,0,0
2700000,8469,en,17.332585,1978-07-27,141e6,109,It was the Deltas against the rules... the rules lost!,Animal House,0,1,0,0,0,0,1,0,0,0,0,0,0
45000000,8587,en,90.457886,1994-06-23,788241776,89,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,0,0,1,0,0,1,0,0,0,0,0,0,0
0,8617,en,9.642041,2008-04-10,14796236,88,A Night To Die For.,Prom Night,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,8618,en,3.771652,2006-10-02,13401952,109,History. It's just one bloody thing after another.,The History Boys,0,1,1,0,0,0,0,0,0,0,0,0,0
150000000,8619,en,36.973031,2003-11-14,212011111,138,The courage to do the impossible lies in the hearts of men.,Master and Commander: The Far Side of the World,0,0,0,0,0,0,1,0,0,0,0,1,0
60000000,8645,en,20.501582,2008-06-11,163403799,91,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,0,0,0,1,0,0,0,0,0,0,0,1,0
12000000,8669,en,9.779444,2008-02-22,0,97,Popularity is a state of mind.,Charlie Bartlett,0,1,1,0,0,0,0,0,0,0,0,0,0
1000000,8675,en,5.06516,1997-09-06,0,94,Fighting crime never felt so good!,Orgazmo,0,1,0,0,0,0,0,0,0,0,0,0,0
70000000,8676,en,21.789615,2008-02-07,111231041,112,This February True Love Takes a Dive.,Fool's Gold,0,1,0,0,0,0,0,1,0,0,0,0,0
30000000,8780,en,11.409124,2008-04-23,63833449,99,Would you put your eggs...in this basket?,Baby Mama,0,1,0,0,0,0,0,0,0,0,1,0,0
55000000,8818,en,7.027139,1996-12-14,141047179,134,The Most Anticipated Motion Picture Event of The Year,Evita,0,0,1,0,0,0,0,0,0,0,0,0,0
123000000,8871,en,45.419668,2000-11-17,345141403,104,He puts the mean in green.,How the Grinch Stole Christmas,0,1,0,0,1,0,1,0,0,0,0,0,0
75000000,8909,en,73.82289,2008-06-19,258270008,110,Choose your destiny.,Wanted,1,0,0,1,0,0,1,0,0,0,1,0,0
25000000,8944,en,8.31653,2008-10-17,6673422,104,Admit nothing.,What Just Happened,0,1,1,0,0,0,0,0,0,0,0,0,0
150000000,8960,en,56.758411,2008-07-01,624029371,92,Bad Behavior. Bad Attitude. Real Hero.,Hancock,1,0,0,0,1,0,0,0,1,0,1,0,0
37000000,8966,en,127.084938,2008-11-20,392616625,122,"When you can live forever, what do you live for?",Twilight,0,0,1,0,1,0,0,0,0,0,0,0,0
32000000,8967,en,43.862456,2011-05-18,54674226,139,Nothing stands still.,The Tree of Life,0,0,1,0,1,0,0,0,0,0,0,0,0
20000000,8968,en,11.62423,2005-02-04,67192859,89,You thought it was just a story.,Boogeyman,0,0,1,1,0,0,0,0,0,0,0,0,0
25000000,8988,en,4.002579,2008-03-28,11207130,113,The bravest place to stand is by each other's side.,Stop-Loss,0,0,1,0,0,0,0,0,0,1,0,0,0
22000000,8999,en,17.7091,2005-11-11,57479076,108,He never saw it coming.,Derailed,0,0,1,1,0,0,0,0,0,0,0,0,0
750000,9022,en,12.284939,2008-02-15,0,90,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,0,0,0,1,0,0,0,0,0,0,0,0,0
12000000,9030,en,11.135734,2008-02-01,56309766,98,How can you believe your eyes when they're not yours?,The Eye,0,0,1,1,0,0,0,0,0,0,0,0,0
64000000,9072,en,12.421504,2006-08-31,101595121,98,Big things come in small packages,Little Man,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000,9257,en,34.052253,2003-08-08,116643346,117,You're either S.W.A.T. or you're not.,S.W.A.T.,1,0,0,1,0,0,0,0,0,0,0,0,0
100000000,9268,en,24.507987,1996-06-21,242295562,115,He will erase your past to protect your future.,Eraser,1,0,1,1,0,0,0,1,0,0,0,0,0
75000000,9297,en,36.368839,2006-07-21,140175006,91,The House is . . . ALIVE!,Monster House,0,1,0,0,1,0,0,0,1,0,0,0,0
60000000,9334,en,37.537093,2002-04-16,165333180,92,Warrior. Legend. King.,The Scorpion King,1,0,0,0,1,0,1,0,0,0,0,0,0
32000000,9353,en,14.642055,2006-06-16,80197993,92,He's not lean. He's not mean. He's nacho average hero.,Nacho Libre,0,1,0,0,0,0,0,0,0,1,0,0,0
70000000,9381,en,27.568194,2008-08-20,72108608,101,Kill or be Killed.,Babylon A.D.,1,0,0,1,0,0,0,0,0,0,0,0,0
9000000,9400,en,6.717994,1996-11-06,41590886,118,It's about crime. It's about payback. It's about survival.,Set It Off,1,0,1,0,0,0,0,0,0,0,0,0,1
85000000,9408,en,23.230851,2007-06-08,149044513,85,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,0,1,0,0,0,0,0,0,1,0,0,0,0
75000000,9425,en,11.873856,1998-10-23,14567883,99,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,1,0,0,0,0,0,0,1,0,0,0,0,0
120000000,9487,en,87.350802,1998-11-25,363258859,95,An epic presentation of miniature proportions.,A Bug's Life,0,1,0,0,0,1,0,0,0,0,0,0,0
65000000,9489,en,28.540267,1998-12-17,250821495,119,Someone you pass on the street may already be the love of your life.,You've Got Mail,0,1,0,0,0,0,0,1,0,0,0,0,0
130000000,9502,en,84.689648,2008-06-04,631744560,90,Prepare for awesomeness.,Kung Fu Panda,0,1,0,0,0,0,0,0,0,0,0,0,0
150000000,9543,en,62.169881,2010-05-19,335154643,116,Defy the Future,Prince of Persia: The Sands of Time,1,0,0,0,1,1,0,0,0,0,0,0,0
8000000,9552,en,47.584643,1973-12-26,441306145,122,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,0,0,1,1,0,0,0,1,0,0,0,0,0
0,9613,en,6.948401,2002-12-13,0,98,The only thing worse than losing your mind... is finding it again.,Spider,0,0,1,1,0,0,0,0,0,0,0,0,0
85000000,9615,en,8.282876,2006-06-03,158468292,104,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,1,0,1,1,0,0,1,0,0,0,0,0,0
60000000,9654,en,62.766854,2003-05-30,176070171,110,Get in. Get out. Get even.,The Italian Job,1,0,0,0,0,0,0,0,0,0,0,0,0
16000000,9675,en,23.425431,2004-10-22,109502303,126,In search of wine. In search of women. In search of themselves.,Sideways,0,1,1,0,0,0,0,0,0,0,0,0,0
38000000,9682,en,9.662715,2006-08-11,29907685,90,You are now infected.,Pulse,0,0,0,1,0,0,0,0,0,0,0,0,0
76000000,9693,en,35.387874,2006-09-22,69959751,109,The future's a thing of the past.,Children of Men,1,0,1,1,0,0,1,0,0,0,0,0,0
35000000,9701,en,12.779201,2005-02-12,25224242,126,All She Wanted Was To Make A Living. Instead She Made History.,North Country,0,0,1,0,0,0,0,1,0,0,0,0,0
72500000,9718,en,12.599836,2006-08-04,162966177,116,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,0,1,0,0,0,0,0,0,1,0,0,0,0
25000000,9759,en,24.459948,2004-09-06,56422687,94,If the signal dies so does she,Cellular,1,0,0,1,0,0,0,0,0,0,0,0,1
52000000,9767,en,26.251217,2006-06-01,204999686,106,. . . pick a side.,The Break-Up,0,1,0,0,0,0,1,0,0,0,0,0,0
15000000,9792,en,35.107857,2006-03-10,69623713,107,The lucky ones die first.,The Hills Have Eyes,0,0,0,1,0,0,0,0,0,0,0,0,0
92000000,9806,en,77.817571,2004-11-05,631442092,115,"No gut, no glory",The Incredibles,1,0,0,0,0,1,0,0,0,0,0,0,0
100000000,9836,en,37.272385,2006-11-16,384335608,108,WARNING: May Cause Toe-Tapping.,Happy Feet,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,9870,en,50.670253,2008-04-17,105173115,111,"You lose some, you get some.",Forgetting Sarah Marshall,0,1,1,0,0,0,1,0,0,0,0,0,0
85000000,9884,en,18.827753,2002-02-06,78382433,108,What would you do if you lost everything?,Collateral Damage,1,0,1,1,0,0,0,1,0,0,0,0,0
50000000,9906,en,20.239061,2006-07-27,55181129,88,The battle for the lawn is on.,The Ant Bully,0,1,0,0,1,0,0,1,0,0,0,0,0
30000000,9920,en,15.89534,2006-03-03,31070211,87,The blood war is on.,Ultraviolet,1,0,0,1,0,0,0,0,0,0,0,0,0
20000000,9945,en,17.016284,1998-04-15,0,108,From the Master of Evil. Comes a New Breed of Terror,Vampires,1,0,1,1,1,0,0,0,1,0,0,0,0
100000000,9946,en,20.652943,1999-11-24,211989043,121,Prepare for the end.,End of Days,1,0,0,0,1,0,0,0,0,0,0,0,0
43000000,9947,en,28.613892,2005-01-13,56681566,97,Looks can kill,Elektra,1,0,0,0,1,0,0,0,0,0,0,1,0
150000000,9982,en,47.973995,2005-11-04,314432665,81,"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,0,1,0,0,0,1,0,0,0,0,0,0,0
30000000,9989,en,8.359599,2001-01-12,18195610,108,Truth can be dangerous...Trust can be deadly.,Antitrust,1,0,1,0,0,0,0,0,0,0,0,0,0
28000000,10016,en,13.145205,2001-08-24,14010832,98,Terror is the same on any planet.,Ghosts of Mars,1,0,0,0,0,0,0,0,0,0,0,0,0
56000000,10022,en,35.4763,2005-03-04,113006880,95,Welcome to the infantry.,The Pacifier,1,1,1,1,0,1,0,0,0,0,0,0,0
30000000,10024,en,24.09152,2009-06-26,95714875,109,"A tale of life, love, and letting go.",My Sister's Keeper,0,0,1,0,0,0,0,0,0,0,0,0,0
45000000,10027,en,25.999888,2005-02-02,50871113,103,Serve No Master,Unleashed,1,0,0,0,0,0,0,0,0,0,0,0,0
25000000,10030,en,21.729434,2007-09-21,59192128,101,He has to break his curse before she breaks his heart.,Good Luck Chuck,0,1,1,0,0,0,0,0,0,0,0,0,0
12000000,10045,fr,17.493735,2004-11-09,9584131,84,Welcome to District B13. Welcome to the future,District B13,1,0,0,1,0,0,0,0,0,0,0,0,0
15000000,10053,en,4.688212,2006-02-03,66966987,87,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000,10061,en,21.637234,1996-08-09,42277365,97,Snake Is Back.,Escape from L.A.,1,0,0,1,0,0,0,0,0,1,0,0,0
50000000,10067,en,4.280619,2006-03-09,61112916,98,It's going to be a ruff day.,The Shaggy Dog,0,1,0,0,0,1,0,0,0,0,0,0,0
80000000,10077,en,7.342892,2005-05-15,5989640,110,Some Rules Should Never Be Broken.,A Sound of Thunder,1,0,0,1,0,0,0,0,0,0,0,0,0
7500000,10133,en,11.636883,2002-10-01,0,95,Never forget who you are,Cypher,0,0,0,1,0,0,0,0,0,0,0,0,0
200000000,10138,en,77.300194,2010-04-28,623933331,124,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,1,0,0,0,0,0,0,0,0,0,0,0,0
20000000,10139,en,30.909699,2008-11-26,54586584,128,Never Blend In.,Milk,0,0,1,0,0,0,0,0,0,0,0,0,0
23000000,10147,en,26.58873,2003-11-26,76488889,91,He doesn't care if you're naughty or nice.,Bad Santa,0,1,1,0,0,0,0,0,1,0,0,0,0
75000000,10153,en,18.65988,1998-02-13,131e5,134,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,0,0,0,0,0,0,0,1,0,0,0,0,0
85000000,10159,en,24.107835,2003-09-26,80916492,104,cut to the chase,The Rundown,1,1,0,1,0,0,1,0,1,0,0,0,0
40000000,10184,en,26.253357,2009-02-06,177259441,129,Are you the exception...or the rule?,He's Just Not That Into You,0,1,1,0,0,0,0,0,0,0,0,0,1
15000000,10186,en,13.832376,2008-08-20,8762890,102,Opportunity rocks.,The Rocker,0,1,0,0,0,0,0,0,0,0,0,0,0
27000000,10189,en,41.832392,2008-08-06,101624843,111,Put this in your pipe and smoke it.,Pineapple Express,1,1,0,0,0,0,0,0,1,0,0,0,0
165000000,10191,en,67.263269,2010-03-05,494878759,98,One adventure will change two worlds,How to Train Your Dragon,0,0,0,0,1,0,0,0,0,0,0,0,0
165000000,10192,en,44.041186,2010-05-16,752600867,93,It ain't Ogre... Til it's Ogre,Shrek Forever After,0,1,0,0,1,0,0,0,0,0,0,0,0
200000000,10193,en,59.995418,2010-06-16,1066969703,103,No toy gets left behind.,Toy Story 3,0,1,0,0,0,1,0,0,0,0,0,0,0
150000000,10195,en,86.493424,2011-04-21,449326618,115,Two worlds. One hero.,Thor,1,0,0,0,1,0,0,0,0,0,0,0,0
150000000,10196,en,33.769336,2010-06-30,318502923,103,"Four nations, one destiny",The Last Airbender,1,0,0,0,1,0,0,0,0,1,0,0,0
80000000,10197,en,9.357734,2009-12-03,53825515,112,"This Holiday Season, Be Italian",Nine,0,0,1,0,0,0,0,0,0,0,1,0,0
105000000,10198,en,62.479574,2009-12-08,267045765,97,Every Love Story Begins With a Kiss...,The Princess and the Frog,0,0,0,0,0,1,0,0,0,0,0,0,0
60000000,10199,en,16.493576,2008-12-19,50877145,93,Small Mouse. Big Dreams,The Tale of Despereaux,0,0,0,0,0,0,0,0,0,0,0,0,0
11000000,10229,en,33.283554,2002-01-25,41227069,101,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,0,0,1,0,0,0,0,1,0,0,0,0,0
8000000,10288,en,5.244518,2006-09-07,426224,91,Good dead are hard to find,Fido,0,1,1,0,0,0,0,0,0,0,0,0,0
24000000,10313,en,20.69219,2009-10-17,68729358,93,No goats. No glory.,The Men Who Stare at Goats,0,1,0,0,0,0,0,0,0,0,0,0,0
40000000,10315,en,41.258956,2009-10-23,46471023,87,Dig the life fantastic!,Fantastic Mr. Fox,0,1,0,0,0,0,0,0,0,0,0,1,0
12500000,10316,en,20.317469,2011-09-24,75993061,101,Ambition seduces. Power corrupts.,The Ides of March,0,0,1,0,0,0,0,0,0,0,0,0,0
28000000,10317,en,12.921594,2015-09-11,7002261,108,May the best campaign win.,Our Brand Is Crisis,0,1,1,0,0,0,0,0,0,0,0,0,0
24000000,10358,en,27.326466,2008-09-18,42105111,102,What would you do to get out of debt?,Zack and Miri Make a Porno,0,1,0,0,0,0,0,0,0,0,0,0,0
70000000,10386,en,61.245957,1999-08-06,23159305,86,It came from outer space!,The Iron Giant,0,0,0,0,1,0,0,0,0,0,0,0,0
45000000,10483,en,42.57877,2008-08-22,73762516,105,Get ready for a killer race.,Death Race,1,0,0,1,0,0,1,0,0,0,1,0,0
30000000,10521,en,33.385429,2009-01-09,114663461,89,May the best bride win,Bride Wars,0,1,0,0,0,0,0,0,0,0,0,0,0
25100000,10523,en,10.445391,2008-10-17,29506464,131,A life misunderestimated.,W.,0,0,1,0,0,0,0,0,0,0,0,0,0
150000000,10527,en,44.141021,2008-10-30,603900354,89,Still together. Still lost!,Madagascar: Escape 2 Africa,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,10528,en,57.834787,2009-12-23,524028679,128,Nothing escapes him.,Sherlock Holmes,1,0,0,0,0,0,0,1,0,0,0,0,0
60000000,10589,en,14.113066,2004-11-12,61347797,97,Who will walk away?,After the Sunset,1,1,1,0,0,0,0,0,0,0,0,0,1
17000000,10625,en,36.423717,2004-04-30,129042871,97,Welcome to girl world.,Mean Girls,0,1,0,0,0,0,0,0,0,1,0,0,0
3500000,10634,en,25.5748,1995-04-26,28215918,91,A lot can go down between thursday and saturday...,Friday,0,1,0,0,0,0,0,0,0,0,0,0,1
30000000,10637,en,25.996219,2000-09-29,136706683,113,History is written by the winners.,Remember the Titans,0,0,1,0,0,1,0,0,0,0,0,0,0
90000000,10661,en,40.597344,2008-06-05,201596308,113,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,1,1,0,0,0,0,0,0,1,0,1,0,0
5600000,10664,es,22.341462,2009-09-15,18469680,85,Fear Revisited,[REC]²,0,0,0,1,0,0,0,0,0,0,0,0,0
180000000,10681,en,66.390712,2008-06-22,521311860,98,An adventure beyond the ordinar-E.,WALL·E,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10748,en,7.377587,2007-12-21,0,101,Taking higher education to a new low.,St. Trinian's,0,1,0,0,0,0,0,0,0,0,0,0,0
200000000,10764,en,107.928811,2008-10-30,586090727,106,"For love, for hate, for justice, for revenge.",Quantum of Solace,1,0,0,1,0,0,0,0,0,0,0,0,0
120000000,10865,en,51.548589,2001-06-02,186053725,95,Atlantis is waiting...,Atlantis: The Lost Empire,0,0,0,0,0,1,0,0,0,0,0,0,0
50000000,10877,en,12.601306,2001-03-13,79958599,101,This Is Gonna Hurt,Exit Wounds,1,0,0,1,0,0,0,1,0,0,0,0,0
4200000,10947,en,16.536374,2006-01-20,0,98,This School Rocks Like No Other!,High School Musical,0,1,1,0,0,0,0,0,0,0,0,0,0
15000000,10982,en,23.980329,2005-12-16,51053787,80,Armed And Dangerously Dumb.,Hoodwinked!,0,1,0,0,0,0,0,0,0,0,0,0,0
13000000,10985,en,13.525704,2002-05-10,0,88,A zero will rise.,The New Guy,0,1,0,0,0,0,0,0,0,0,0,0,0
16000000,10991,ja,9.18885,2000-07-08,68411275,93,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,1,0,0,0,1,0,0,0,0,0,0,0,0
60000000,10992,en,18.735024,2001-07-04,93375151,87,Things Are Gonna Get Hairy!,Cats & Dogs,0,1,0,0,0,0,0,1,0,0,0,0,0
29000000,11036,en,55.109138,2004-06-25,115603229,123,Behind every great love is a great story.,The Notebook,0,0,1,0,0,0,0,0,0,0,0,0,1
0,11056,en,6.340135,2002-10-02,0,102,A house. A past. A secret. Will you dare enter?,Darkness,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11156,fr,8.426589,2009-04-22,0,110,Before she was France's famous mademoiselle...,Coco Before Chanel,0,0,1,0,0,0,0,1,0,0,0,0,0
0,11199,en,31.719463,2007-03-02,253625427,100,A lot can happen on the road to nowhere.,Wild Hogs,1,1,0,0,0,0,0,0,0,0,0,0,0
19000000,11247,en,25.28132,2004-07-10,70067909,95,Once upon a time... can happen any time.,A Cinderella Story,0,1,0,0,0,0,0,1,0,0,0,0,0
60000000,11260,en,18.676291,2008-07-08,50650079,90,There's a Whole Other World Going on Inside of Him.,Meet Dave,0,1,0,0,0,0,0,0,0,0,0,1,0
55000000,11321,en,41.472404,2008-12-18,168167691,123,Seven names. Seven strangers. One secret.,Seven Pounds,0,0,1,0,0,0,0,0,1,0,1,0,0
80000000,11322,en,33.691694,2009-07-01,214104620,140,America's Most Wanted.,Public Enemies,0,0,1,0,0,0,1,0,0,0,1,0,0
22000000,11323,en,17.772518,2009-09-18,35424826,108,Based on a tattle-tale.,The Informant!,0,1,1,0,0,0,0,1,0,0,0,0,0
80000000,11324,en,81.914696,2010-02-18,294804195,138,Someone is missing.,Shutter Island,0,0,1,1,0,0,0,0,0,1,0,0,0
0,11354,en,6.2464,2005-01-23,0,118,Sometimes what tears us apart helps us put it back together.,The Upside of Anger,0,1,1,0,0,0,0,0,0,0,0,0,1
3705538,11386,en,8.839651,1992-09-02,62548947,112,Play At Your Own Risk.,The Crying Game,0,0,1,1,0,0,0,0,0,0,0,0,0
35000000,11459,en,11.041659,2005-07-29,86369815,100,Saving The World... One Homework Assignment At A Time.,Sky High,0,1,0,0,0,1,0,0,0,0,0,0,0
149000000,11619,en,22.550135,2006-10-22,64459316,85,Someone's Going Down,Flushed Away,0,1,0,0,0,0,0,0,0,0,0,0,0
24000000,11635,en,24.70166,2003-02-21,87055349,91,"All the fun of college, none of the education.",Old School,0,1,0,0,0,0,0,0,0,0,0,0,0
80000000,11665,en,23.496054,2008-06-19,230685453,110,Saving The World...And Loving It!,Get Smart,1,1,0,1,0,0,0,1,0,0,0,0,0
75000000,11678,en,13.318744,2000-12-08,215663859,124,The Mountain Will Decide.,Vertical Limit,1,0,0,1,0,0,0,0,0,0,0,0,0
60000000,11679,en,36.689223,2005-04-27,71073932,101,Prepare for the next level,xXx: State of the Union,1,0,1,1,0,0,0,0,0,0,0,0,0
2380000,11798,en,8.395624,2006-09-12,8176544,101,"Run with the crowd, stand alone, you decide.",This Is England,0,0,1,0,0,0,0,0,0,0,0,0,0
37000000,11802,en,6.293217,2008-07-17,63800345,81,"Houston, we have a problem!",Space Chimps,0,0,0,0,0,0,0,0,0,0,0,0,0
43000000,11812,en,18.65632,2002-04-12,68696770,84,A romantic comedy without the sugar.,The Sweetest Thing,0,1,0,0,0,0,0,0,0,0,0,0,0
